customer_id,Date,WSKU,Connection Hours,Company
_id_1,19-02-2022,GC-PrmV-128SD-CU+NP-HRV,68.35,concentrix
_id_1,20-02-2022,GC-PrmV-128SD-CU+NP-HRV,30.06,concentrix
_id_1,21-02-2022,GC-PrmV-128SD-CU+NP-HRV,29.51,concentrix
_id_1,21-02-2022,GC-PwrV-128SD-CU+NP-HRV,10.84,concentrix
_id_1,22-02-2022,GC-PrmV-128SD-CU+NP-HRV,40.47,concentrix
_id_1,22-02-2022,GC-PwrV-128SD-CU+NP-HRV,11.24,concentrix
_id_1,23-02-2022,GC-PrmV-128SD-CU+NP-HRV,50.15,concentrix
_id_1,23-02-2022,GC-PwrV-128SD-CU+NP-HRV,0.08,concentrix
_id_1,24-02-2022,GC-PrmV-128SD-CU+NP-HRV,40.91,concentrix
_id_1,25-02-2022,GC-PrmV-128SD-CU+NP-HRV,44.21,concentrix
_id_1,26-02-2022,GC-PrmV-128SD-CU+NP-HRV,64.1,concentrix
_id_1,27-02-2022,GC-PrmV-128SD-CU+NP-HRV,36.79,concentrix
_id_1,28-02-2022,GC-PrmV-128SD-CU+NP-HRV,27.77,concentrix
_id_1,01-03-2022,GC-PrmV-128SD-CU+NP-HRV,20.05,concentrix
_id_1,01-03-2022,GC-PwrV-128SD-CU+NP-HRV,0.17,concentrix
_id_1,02-03-2022,GC-PrmV-128SD-CU+NP-HRV,37.14,concentrix
_id_1,02-03-2022,GC-PwrV-128SD-CU+NP-HRV,9.12,concentrix
_id_1,03-03-2022,GC-PrmV-128SD-CU+NP-HRV,32.27,concentrix
_id_1,03-03-2022,GC-PwrV-128SD-CU+NP-HRV,20.4,concentrix
_id_1,04-03-2022,GC-PrmV-128SD-CU+NP-HRV,23.54,concentrix
_id_1,04-03-2022,GC-PwrV-128SD-CU+NP-HRV,29.18,concentrix
_id_1,05-03-2022,GC-PrmV-128SD-CU+NP-HRV,10.52,concentrix
_id_1,05-03-2022,GC-PwrV-128SD-CU+NP-HRV,25.4,concentrix
_id_1,06-03-2022,GC-PrmV-128SD-CU+NP-HRV,11.83,concentrix
_id_1,07-03-2022,GC-PrmV-128SD-CU+NP-HRV,12.79,concentrix
_id_1,08-03-2022,GC-PwrV-128SD-CU+NP-HRV,14.36,concentrix
_id_1,09-03-2022,GC-PwrV-128SD-CU+NP-HRV,74.53,concentrix
_id_1,10-03-2022,GC-PrmV-128SD-CU+NP-HRV,3,concentrix
_id_1,10-03-2022,GC-PwrV-128SD-CU+NP-HRV,120.54,concentrix
_id_1,11-03-2022,GC-PrmV-128SD-CU+NP-HRV,25.87,concentrix
_id_1,11-03-2022,GC-PwrV-128SD-CU+NP-HRV,129.63,concentrix
_id_1,12-03-2022,GC-PwrV-128SD-CU+NP-HRV,130.13,concentrix
_id_1,14-03-2022,GC-PwrV-128SD-CU+NP-HRV,1.75,concentrix
_id_1,15-03-2022,GC-PwrV-128SD-CU+NP-HRV,156.92,concentrix
_id_1,16-03-2022,GC-PwrV-128SD-CU+NP-HRV,136.75,concentrix
_id_1,17-03-2022,GC-PwrV-128SD-CU+NP-HRV,159.03,concentrix
_id_1,18-03-2022,GC-PwrV-128SD-CU+NP-HRV,292.52,concentrix
_id_1,19-03-2022,GC-PwrV-128SD-CU+NP-HRV,238.54,concentrix
_id_1,21-03-2022,GC-PwrV-128SD-CU+NP-HRV,0.63,concentrix
_id_1,22-03-2022,GC-PwrV-128SD-CU+NP-HRV,217.91,concentrix
_id_1,23-03-2022,GC-PwrV-128SD-CU+NP-HRV,302.85,concentrix
_id_1,24-03-2022,GC-PwrV-128SD-CU+NP-HRV,414.26,concentrix
_id_1,25-03-2022,GC-PwrV-128SD-CU+NP-HRV,342.01,concentrix
_id_1,26-03-2022,GC-PwrV-128SD-CU+NP-HRV,323.84,concentrix
_id_1,27-03-2022,GC-PwrV-128SD-CU+NP-HRV,2.12,concentrix
_id_1,28-03-2022,GC-PwrV-128SD-CU+NP-HRV,216.76,concentrix
_id_1,29-03-2022,GC-PwrV-128SD-CU+NP-HRV,340.76,concentrix
_id_1,30-03-2022,GC-PwrV-128SD-CU+NP-HRV,342.12,concentrix
_id_1,31-03-2022,GC-PwrV-128SD-CU+NP-HRV,308.96,concentrix
_id_1,01-04-2022,GC-PwrV-128SD-CU+NP-HRV,165.53,concentrix
_id_1,02-04-2022,GC-PwrV-128SD-CU+NP-HRV,304.73,concentrix
_id_1,03-04-2022,GC-PwrV-128SD-CU+NP-HRV,1.2,concentrix
_id_1,04-04-2022,GC-PwrV-128SD-CU+NP-HRV,42.64,concentrix
_id_1,05-04-2022,GC-PwrV-128SD-CU+NP-HRV,365.7,concentrix
_id_1,06-04-2022,GC-PwrV-128SD-CU+NP-HRV,418.08,concentrix
_id_1,07-04-2022,GC-PwrV-128SD-CU+NP-HRV,390.28,concentrix
_id_1,08-04-2022,GC-PwrV-128SD-CU+NP-HRV,370.71,concentrix
_id_1,09-04-2022,GC-PwrV-128SD-CU+NP-HRV,441.02,concentrix
_id_1,10-04-2022,GC-PwrV-128SD-CU+NP-HRV,6.33,concentrix
_id_1,11-04-2022,GC-PwrV-128SD-CU+NP-HRV,213.54,concentrix
_id_1,12-04-2022,GC-PwrV-128SD-CU+NP-HRV,637.13,concentrix
_id_1,13-04-2022,GC-PwrV-128SD-CU+NP-HRV,621.34,concentrix
_id_1,14-04-2022,GC-PwrV-128SD-CU+NP-HRV,588.66,concentrix
_id_1,15-04-2022,GC-PwrV-128SD-CU+NP-HRV,668.66,concentrix
_id_1,16-04-2022,GC-PwrV-128SD-CU+NP-HRV,553.7,concentrix
_id_1,17-04-2022,GC-PwrV-128SD-CU+NP-HRV,16.67,concentrix
_id_1,18-04-2022,GC-PwrV-128SD-CU+NP-HRV,322.55,concentrix
_id_1,19-04-2022,GC-PwrV-128SD-CU+NP-HRV,419.12,concentrix
_id_1,20-04-2022,GC-PwrV-128SD-CU+NP-HRV,643.5,concentrix
_id_1,21-04-2022,GC-PwrV-128SD-CU+NP-HRV,647.27,concentrix
_id_1,22-04-2022,GC-PwrV-128SD-CU+NP-HRV,779.54,concentrix
_id_1,23-04-2022,GC-PwrV-128SD-CU+NP-HRV,849.57,concentrix
_id_1,24-04-2022,GC-PwrV-128SD-CU+NP-HRV,153.43,concentrix
_id_1,25-04-2022,GC-PwrV-128SD-CU+NP-HRV,120.42,concentrix
_id_1,26-04-2022,GC-PrmV-128SD-CU+NP-HRV,0.64,concentrix
_id_1,26-04-2022,GC-PwrV-128SD-CU+NP-HRV,823.53,concentrix
_id_1,27-04-2022,GC-PrmV-128SD-CU+NP-HRV,1.1,concentrix
_id_1,27-04-2022,GC-PwrV-128SD-CU+NP-HRV,585.7,concentrix
_id_1,28-04-2022,GC-PrmV-128SD-CU+NP-HRV,0.2,concentrix
_id_1,28-04-2022,GC-PwrV-128SD-CU+NP-HRV,885.78,concentrix
_id_1,29-04-2022,GC-PrmV-128SD-CU+NP-HRV,2.2,concentrix
_id_1,29-04-2022,GC-PwrV-128SD-CU+NP-HRV,1205.78,concentrix
_id_1,30-04-2022,GC-PwrV-128SD-CU+NP-HRV,1023.61,concentrix
_id_1,01-05-2022,GC-PwrV-128SD-CU+NP-HRV,14.7,concentrix
_id_1,02-05-2022,GC-PrmV-128SD-CU+NP-HRV,8.79,concentrix
_id_1,02-05-2022,GC-PwrV-128SD-CU+NP-HRV,233.91,concentrix
_id_1,03-05-2022,GC-PrmV-128SD-CU+NP-HRV,5.27,concentrix
_id_1,03-05-2022,GC-PwrV-128SD-CU+NP-HRV,1216.44,concentrix
_id_1,04-05-2022,GC-PrmV-128SD-CU+NP-HRV,8.63,concentrix
_id_1,04-05-2022,GC-PwrV-128SD-CU+NP-HRV,136.62,concentrix
_id_1,05-05-2022,GC-PrmV-128SD-CU+NP-HRV,5.48,concentrix
_id_1,05-05-2022,GC-PwrV-128SD-CU+NP-HRV,26.21,concentrix
_id_1,06-05-2022,GC-PrmV-128SD-CU+NP-HRV,5.33,concentrix
_id_1,09-05-2022,GC-PrmV-128SD-CU+NP-HRV,7.51,concentrix
_id_1,10-05-2022,GC-PrmV-128SD-CU+NP-HRV,2.81,concentrix
_id_1,25-05-2022,GC-PwrV-128SD-CU+NP-HRV,0.21,concentrix
_id_1,31-05-2022,GC-PwrV-128SD-CU+NP-HRV,2.29,concentrix
_id_1,01-06-2022,GC-PwrV-128SD-CU+NP-HRV,10.89,concentrix
_id_1,02-06-2022,GC-PwrV-128SD-CU+NP-HRV,32.21,concentrix
_id_1,03-06-2022,GC-PwrV-128SD-CU+NP-HRV,5.28,concentrix
_id_1,06-06-2022,GC-PwrV-128SD-CU+NP-HRV,12.99,concentrix
_id_1,07-06-2022,GC-PwrV-128SD-CU+NP-HRV,10.14,concentrix
_id_1,08-06-2022,GC-PwrV-128SD-CU+NP-HRV,29,concentrix
_id_1,09-06-2022,GC-PwrV-128SD-CU+NP-HRV,57.58,concentrix
_id_1,10-06-2022,GC-PwrV-128SD-CU+NP-HRV,49.09,concentrix
_id_1,11-06-2022,GC-PwrV-128SD-CU+NP-HRV,9.31,concentrix
_id_1,12-06-2022,GC-PwrV-128SD-CU+NP-HRV,1.44,concentrix
_id_1,13-06-2022,GC-PwrV-128SD-CU+NP-HRV,52.25,concentrix
_id_1,14-06-2022,GC-PwrV-128SD-CU+NP-HRV,155.74,concentrix
_id_1,15-06-2022,GC-PwrV-128SD-CU+NP-HRV,318.16,concentrix
_id_1,16-06-2022,GC-PwrV-128SD-CU+NP-HRV,328.79,concentrix
_id_1,17-06-2022,GC-PwrV-128SD-CU+NP-HRV,334.23,concentrix
_id_1,18-06-2022,GC-PwrV-128SD-CU+NP-HRV,1.23,concentrix
_id_1,19-06-2022,GC-PwrV-128SD-CU+NP-HRV,37.63,concentrix
_id_1,20-06-2022,GC-PwrV-128SD-CU+NP-HRV,417.52,concentrix
_id_1,21-06-2022,GC-PwrV-128SD-CU+NP-HRV,387.98,concentrix
_id_1,22-06-2022,GC-PwrV-128SD-CU+NP-HRV,452.24,concentrix
_id_1,23-06-2022,GC-PwrV-128SD-CU+NP-HRV,456.14,concentrix
_id_1,24-06-2022,GC-PwrV-128SD-CU+NP-HRV,421.46,concentrix
_id_1,25-06-2022,GC-PwrV-128SD-CU+NP-HRV,5.66,concentrix
_id_1,26-06-2022,GC-PwrV-128SD-CU+NP-HRV,50.18,concentrix
_id_1,27-06-2022,GC-PwrV-128SD-CU+NP-HRV,497.76,concentrix
_id_1,28-06-2022,GC-PwrV-128SD-CU+NP-HRV,509.27,concentrix
_id_1,29-06-2022,GC-PwrV-128SD-CU+NP-HRV,526.91,concentrix
_id_1,30-06-2022,GC-PwrV-128SD-CU+NP-HRV,476.48,concentrix
_id_10,01-06-2022,AZ_POWER_GPU_512,59.51,mead&hunt
_id_10,01-06-2022,AZ_POWER_VM,64.58,mead&hunt
_id_10,01-06-2022,AZ_PREMIUM_GPU_256,921.48,mead&hunt
_id_10,01-06-2022,AZ_PREMIUM_GPU_512,58.41,mead&hunt
_id_10,02-06-2022,AZ_POWER_GPU_512,50.13,mead&hunt
_id_10,02-06-2022,AZ_POWER_VM,62.07,mead&hunt
_id_10,02-06-2022,AZ_PREMIUM_GPU_256,907.23,mead&hunt
_id_10,02-06-2022,AZ_PREMIUM_GPU_512,69.86,mead&hunt
_id_10,03-06-2022,AZ_POWER_GPU_512,47.06,mead&hunt
_id_10,03-06-2022,AZ_POWER_VM,56.13,mead&hunt
_id_10,03-06-2022,AZ_PREMIUM_GPU_256,967.05,mead&hunt
_id_10,03-06-2022,AZ_PREMIUM_GPU_512,56.49,mead&hunt
_id_10,04-06-2022,AZ_POWER_VM,10.67,mead&hunt
_id_10,04-06-2022,AZ_PREMIUM_GPU_256,90.86,mead&hunt
_id_10,05-06-2022,AZ_POWER_VM,10.49,mead&hunt
_id_10,05-06-2022,AZ_PREMIUM_GPU_256,153.87,mead&hunt
_id_10,05-06-2022,AZ_STD_POWER_256,0.11,mead&hunt
_id_10,06-06-2022,AZ_POWER_GPU_512,58.29,mead&hunt
_id_10,06-06-2022,AZ_POWER_VM,57.37,mead&hunt
_id_10,06-06-2022,AZ_PREMIUM_GPU_256,1091.83,mead&hunt
_id_10,06-06-2022,AZ_PREMIUM_GPU_512,63.13,mead&hunt
_id_10,06-06-2022,AZ_STD_POWER_256,18.02,mead&hunt
_id_10,07-06-2022,AZ_POWER_GPU_512,72.55,mead&hunt
_id_10,07-06-2022,AZ_POWER_VM,59.99,mead&hunt
_id_10,07-06-2022,AZ_PREMIUM_GPU_256,1018.07,mead&hunt
_id_10,07-06-2022,AZ_PREMIUM_GPU_512,67.56,mead&hunt
_id_10,07-06-2022,AZ_STD_POWER_256,28.69,mead&hunt
_id_10,08-06-2022,AZ_POWER_GPU_512,67.21,mead&hunt
_id_10,08-06-2022,AZ_POWER_VM,56.64,mead&hunt
_id_10,08-06-2022,AZ_PREMIUM_GPU_256,959.83,mead&hunt
_id_10,08-06-2022,AZ_PREMIUM_GPU_512,71.89,mead&hunt
_id_10,08-06-2022,AZ_STD_POWER_256,28.53,mead&hunt
_id_10,09-06-2022,AZ_POWER_GPU_512,58.63,mead&hunt
_id_10,09-06-2022,AZ_POWER_VM,51.52,mead&hunt
_id_10,09-06-2022,AZ_PREMIUM_GPU_256,987.9,mead&hunt
_id_10,09-06-2022,AZ_PREMIUM_GPU_512,60.65,mead&hunt
_id_10,09-06-2022,AZ_STD_POWER_256,29.68,mead&hunt
_id_10,10-06-2022,AZ_POWER_GPU_512,43.41,mead&hunt
_id_10,10-06-2022,AZ_POWER_VM,65.22,mead&hunt
_id_10,10-06-2022,AZ_PREMIUM_GPU_256,902.29,mead&hunt
_id_10,10-06-2022,AZ_PREMIUM_GPU_512,46.9,mead&hunt
_id_10,10-06-2022,AZ_STD_POWER_256,26.18,mead&hunt
_id_10,11-06-2022,AZ_PREMIUM_GPU_256,75.3,mead&hunt
_id_10,11-06-2022,AZ_STD_POWER_256,4.39,mead&hunt
_id_10,12-06-2022,AZ_POWER_GPU_512,4.11,mead&hunt
_id_10,12-06-2022,AZ_POWER_VM,2.06,mead&hunt
_id_10,12-06-2022,AZ_PREMIUM_GPU_256,77.72,mead&hunt
_id_10,12-06-2022,AZ_PREMIUM_GPU_512,3,mead&hunt
_id_10,12-06-2022,AZ_STD_POWER_256,2.3,mead&hunt
_id_10,13-06-2022,AZ_POWER_GPU_512,43.84,mead&hunt
_id_10,13-06-2022,AZ_POWER_VM,63.83,mead&hunt
_id_10,13-06-2022,AZ_PREMIUM_GPU_256,1018.09,mead&hunt
_id_10,13-06-2022,AZ_PREMIUM_GPU_512,51.57,mead&hunt
_id_10,13-06-2022,AZ_STD_POWER_256,16.12,mead&hunt
_id_10,14-06-2022,AZ_POWER_GPU_512,75.99,mead&hunt
_id_10,14-06-2022,AZ_POWER_VM,68.88,mead&hunt
_id_10,14-06-2022,AZ_PREMIUM_GPU_256,923.77,mead&hunt
_id_10,14-06-2022,AZ_PREMIUM_GPU_512,56.68,mead&hunt
_id_10,14-06-2022,AZ_STD_POWER_256,18.45,mead&hunt
_id_10,15-06-2022,AZ_POWER_GPU_512,62,mead&hunt
_id_10,15-06-2022,AZ_POWER_VM,61.27,mead&hunt
_id_10,15-06-2022,AZ_PREMIUM_GPU_256,956.14,mead&hunt
_id_10,15-06-2022,AZ_PREMIUM_GPU_512,38.02,mead&hunt
_id_10,15-06-2022,AZ_STD_POWER_256,16.13,mead&hunt
_id_10,16-06-2022,AZ_POWER_GPU_512,59.46,mead&hunt
_id_10,16-06-2022,AZ_POWER_VM,54.58,mead&hunt
_id_10,16-06-2022,AZ_PREMIUM_GPU_256,901.28,mead&hunt
_id_10,16-06-2022,AZ_PREMIUM_GPU_512,36.8,mead&hunt
_id_10,16-06-2022,AZ_STD_POWER_256,5.64,mead&hunt
_id_10,17-06-2022,AZ_POWER_GPU_512,53.2,mead&hunt
_id_10,17-06-2022,AZ_POWER_VM,59.56,mead&hunt
_id_10,17-06-2022,AZ_PREMIUM_GPU_256,810.69,mead&hunt
_id_10,17-06-2022,AZ_PREMIUM_GPU_512,46.68,mead&hunt
_id_10,17-06-2022,AZ_STD_POWER_256,7.19,mead&hunt
_id_10,18-06-2022,AZ_POWER_GPU_512,2.99,mead&hunt
_id_10,18-06-2022,AZ_POWER_VM,15.42,mead&hunt
_id_10,18-06-2022,AZ_PREMIUM_GPU_256,73.36,mead&hunt
_id_10,18-06-2022,AZ_PREMIUM_GPU_512,8.79,mead&hunt
_id_10,18-06-2022,AZ_STD_POWER_256,3.09,mead&hunt
_id_10,19-06-2022,AZ_POWER_GPU_512,3.21,mead&hunt
_id_10,19-06-2022,AZ_POWER_VM,12.07,mead&hunt
_id_10,19-06-2022,AZ_PREMIUM_GPU_256,110.3,mead&hunt
_id_10,19-06-2022,AZ_PREMIUM_GPU_512,1.12,mead&hunt
_id_10,19-06-2022,AZ_STD_POWER_256,2.61,mead&hunt
_id_10,20-06-2022,AZ_POWER_GPU_512,48.96,mead&hunt
_id_10,20-06-2022,AZ_POWER_VM,51.39,mead&hunt
_id_10,20-06-2022,AZ_PREMIUM_GPU_256,994.09,mead&hunt
_id_10,20-06-2022,AZ_PREMIUM_GPU_512,60.24,mead&hunt
_id_10,20-06-2022,AZ_STD_POWER_256,24.28,mead&hunt
_id_10,21-06-2022,AZ_POWER_GPU_512,72.84,mead&hunt
_id_10,21-06-2022,AZ_POWER_VM,55.58,mead&hunt
_id_10,21-06-2022,AZ_PREMIUM_GPU_256,992.06,mead&hunt
_id_10,21-06-2022,AZ_PREMIUM_GPU_512,58.51,mead&hunt
_id_10,21-06-2022,AZ_STD_POWER_256,21.42,mead&hunt
_id_10,22-06-2022,AZ_POWER_GPU_512,51.45,mead&hunt
_id_10,22-06-2022,AZ_POWER_VM,45.89,mead&hunt
_id_10,22-06-2022,AZ_PREMIUM_GPU_256,986.33,mead&hunt
_id_10,22-06-2022,AZ_PREMIUM_GPU_512,44.79,mead&hunt
_id_10,22-06-2022,AZ_STD_POWER_256,32.15,mead&hunt
_id_10,23-06-2022,AZ_POWER_GPU_512,39.95,mead&hunt
_id_10,23-06-2022,AZ_POWER_VM,56.97,mead&hunt
_id_10,23-06-2022,AZ_PREMIUM_GPU_256,871.68,mead&hunt
_id_10,23-06-2022,AZ_PREMIUM_GPU_512,50.31,mead&hunt
_id_10,23-06-2022,AZ_STD_POWER_256,29.67,mead&hunt
_id_10,24-06-2022,AZ_POWER_GPU_512,55.81,mead&hunt
_id_10,24-06-2022,AZ_POWER_VM,43.18,mead&hunt
_id_10,24-06-2022,AZ_PREMIUM_GPU_256,910.21,mead&hunt
_id_10,24-06-2022,AZ_PREMIUM_GPU_512,48.25,mead&hunt
_id_10,24-06-2022,AZ_STD_POWER_256,27.14,mead&hunt
_id_10,25-06-2022,AZ_POWER_GPU_512,9.42,mead&hunt
_id_10,25-06-2022,AZ_POWER_VM,14.71,mead&hunt
_id_10,25-06-2022,AZ_PREMIUM_GPU_256,67.14,mead&hunt
_id_10,25-06-2022,AZ_PREMIUM_GPU_512,5.62,mead&hunt
_id_10,25-06-2022,AZ_STD_POWER_256,0.95,mead&hunt
_id_10,26-06-2022,AZ_POWER_GPU_512,5.45,mead&hunt
_id_10,26-06-2022,AZ_POWER_VM,9.45,mead&hunt
_id_10,26-06-2022,AZ_PREMIUM_GPU_256,118.71,mead&hunt
_id_10,26-06-2022,AZ_PREMIUM_GPU_512,2.48,mead&hunt
_id_10,27-06-2022,AZ_POWER_GPU_512,68.79,mead&hunt
_id_10,27-06-2022,AZ_POWER_VM,57.51,mead&hunt
_id_10,27-06-2022,AZ_PREMIUM_GPU_256,988.34,mead&hunt
_id_10,27-06-2022,AZ_PREMIUM_GPU_512,54.27,mead&hunt
_id_10,27-06-2022,AZ_STD_POWER_256,18.68,mead&hunt
_id_10,28-06-2022,AZ_POWER_GPU_512,69.36,mead&hunt
_id_10,28-06-2022,AZ_POWER_VM,59.98,mead&hunt
_id_10,28-06-2022,AZ_PREMIUM_GPU_256,994.25,mead&hunt
_id_10,28-06-2022,AZ_PREMIUM_GPU_512,69.6,mead&hunt
_id_10,28-06-2022,AZ_STD_POWER_256,23.07,mead&hunt
_id_10,29-06-2022,AZ_POWER_GPU_512,68.28,mead&hunt
_id_10,29-06-2022,AZ_POWER_VM,64.77,mead&hunt
_id_10,29-06-2022,AZ_PREMIUM_GPU_256,968.9,mead&hunt
_id_10,29-06-2022,AZ_PREMIUM_GPU_512,62.93,mead&hunt
_id_10,29-06-2022,AZ_STD_POWER_256,22.74,mead&hunt
_id_10,30-06-2022,AZ_POWER_GPU_512,41.45,mead&hunt
_id_10,30-06-2022,AZ_POWER_VM,46.2,mead&hunt
_id_10,30-06-2022,AZ_PREMIUM_GPU_256,1008.82,mead&hunt
_id_10,30-06-2022,AZ_PREMIUM_GPU_512,53.31,mead&hunt
_id_10,30-06-2022,AZ_STD_POWER_256,28.68,mead&hunt
_id_11,01-06-2022,AZ_POWER_GPU_512,2451.75,nelsonworldwide
_id_11,01-06-2022,AZ_POWER_T4_GPU_1024,39.49,nelsonworldwide
_id_11,01-06-2022,AZ_PREMIUM_T4_GPU_1024,9.78,nelsonworldwide
_id_11,02-06-2022,AZ_POWER_GPU_512,2502.53,nelsonworldwide
_id_11,02-06-2022,AZ_POWER_T4_GPU_1024,80.28,nelsonworldwide
_id_11,02-06-2022,AZ_PREMIUM_T4_GPU_1024,6.38,nelsonworldwide
_id_11,03-06-2022,AZ_POWER_GPU_512,2337.02,nelsonworldwide
_id_11,03-06-2022,AZ_POWER_T4_GPU_1024,83.34,nelsonworldwide
_id_11,03-06-2022,AZ_PREMIUM_T4_GPU_1024,2.8,nelsonworldwide
_id_11,04-06-2022,AZ_POWER_GPU_512,1142.65,nelsonworldwide
_id_11,04-06-2022,AZ_POWER_T4_GPU_1024,44.68,nelsonworldwide
_id_11,05-06-2022,AZ_POWER_GPU_512,1085.02,nelsonworldwide
_id_11,05-06-2022,AZ_POWER_T4_GPU_1024,24,nelsonworldwide
_id_11,06-06-2022,AZ_POWER_GPU_512,2518.94,nelsonworldwide
_id_11,06-06-2022,AZ_POWER_T4_GPU_1024,69.17,nelsonworldwide
_id_11,07-06-2022,AZ_POWER_GPU_512,2692.26,nelsonworldwide
_id_11,07-06-2022,AZ_POWER_T4_GPU_1024,74.68,nelsonworldwide
_id_11,07-06-2022,AZ_PREMIUM_T4_GPU_1024,0.85,nelsonworldwide
_id_11,08-06-2022,AZ_POWER_GPU_512,2544.56,nelsonworldwide
_id_11,08-06-2022,AZ_POWER_T4_GPU_1024,54.5,nelsonworldwide
_id_11,09-06-2022,AZ_POWER_GPU_512,2316.55,nelsonworldwide
_id_11,09-06-2022,AZ_POWER_T4_GPU_1024,31.3,nelsonworldwide
_id_11,10-06-2022,AZ_POWER_GPU_512,2329.01,nelsonworldwide
_id_11,10-06-2022,AZ_POWER_T4_GPU_1024,62.75,nelsonworldwide
_id_11,10-06-2022,AZ_PREMIUM_T4_GPU_1024,3.79,nelsonworldwide
_id_11,11-06-2022,AZ_POWER_GPU_512,1187.71,nelsonworldwide
_id_11,11-06-2022,AZ_POWER_T4_GPU_1024,22.01,nelsonworldwide
_id_11,12-06-2022,AZ_POWER_GPU_512,1088.82,nelsonworldwide
_id_11,12-06-2022,AZ_POWER_T4_GPU_1024,12.99,nelsonworldwide
_id_11,13-06-2022,AZ_POWER_GPU_512,2244.73,nelsonworldwide
_id_11,13-06-2022,AZ_POWER_T4_GPU_1024,44.32,nelsonworldwide
_id_11,14-06-2022,AZ_POWER_GPU_512,2490.52,nelsonworldwide
_id_11,14-06-2022,AZ_POWER_T4_GPU_1024,34.58,nelsonworldwide
_id_11,15-06-2022,AZ_POWER_GPU_512,2539.1,nelsonworldwide
_id_11,15-06-2022,AZ_POWER_T4_GPU_1024,52.03,nelsonworldwide
_id_11,16-06-2022,AZ_POWER_GPU_512,2431.77,nelsonworldwide
_id_11,16-06-2022,AZ_POWER_T4_GPU_1024,76.23,nelsonworldwide
_id_11,17-06-2022,AZ_POWER_GPU_512,2379.99,nelsonworldwide
_id_11,17-06-2022,AZ_POWER_T4_GPU_1024,73.7,nelsonworldwide
_id_11,18-06-2022,AZ_POWER_GPU_512,1110.03,nelsonworldwide
_id_11,18-06-2022,AZ_POWER_T4_GPU_1024,73.94,nelsonworldwide
_id_11,19-06-2022,AZ_POWER_GPU_512,1017.21,nelsonworldwide
_id_11,19-06-2022,AZ_POWER_T4_GPU_1024,77.34,nelsonworldwide
_id_11,20-06-2022,AZ_POWER_GPU_512,2419.48,nelsonworldwide
_id_11,20-06-2022,AZ_POWER_T4_GPU_1024,66.5,nelsonworldwide
_id_11,21-06-2022,AZ_POWER_GPU_512,2576.15,nelsonworldwide
_id_11,21-06-2022,AZ_POWER_T4_GPU_1024,88.51,nelsonworldwide
_id_11,21-06-2022,AZ_PREMIUM_T4_GPU_1024,5.08,nelsonworldwide
_id_11,22-06-2022,AZ_POWER_GPU_512,2660.17,nelsonworldwide
_id_11,22-06-2022,AZ_POWER_T4_GPU_1024,91.9,nelsonworldwide
_id_11,23-06-2022,AZ_POWER_GPU_512,2665.14,nelsonworldwide
_id_11,23-06-2022,AZ_POWER_T4_GPU_1024,92.1,nelsonworldwide
